tsolve,alg,nvars,seed,runseed
166,UEDA,16,8,6
41,GR,16,8,6
NA,RS,16,8,6
376,UEDA,16,8,7
39,GR,16,8,7
NA,RS,16,8,7
365,UEDA,16,8,8
39,GR,16,8,8
NA,RS,16,8,8
387,UEDA,16,8,9
31,GR,16,8,9
NA,RS,16,8,9
389,UEDA,16,8,10
35,GR,16,8,10
NA,RS,16,8,10
288,UEDA,16,9,1
31,GR,16,9,1
NA,RS,16,9,1
215,UEDA,16,9,2
28,GR,16,9,2
NA,RS,16,9,2
280,UEDA,16,9,3
20,GR,16,9,3
NA,RS,16,9,3
722,UEDA,16,9,4
45,GR,16,9,4
NA,RS,16,9,4
382,UEDA,16,9,5
76,GR,16,9,5
NA,RS,16,9,5
308,UEDA,16,9,6
34,GR,16,9,6
NA,RS,16,9,6
639,UEDA,16,9,7
37,GR,16,9,7
NA,RS,16,9,7
243,UEDA,16,9,8
27,GR,16,9,8
NA,RS,16,9,8
361,UEDA,16,9,9
36,GR,16,9,9
NA,RS,16,9,9
150,UEDA,16,9,10
28,GR,16,9,10
NA,RS,16,9,10
NA,UEDA,16,10,1
18,GR,16,10,1
NA,RS,16,10,1
578,UEDA,16,10,2
71,GR,16,10,2
102,RS,16,10,2
NA,UEDA,16,10,3
31,GR,16,10,3
NA,RS,16,10,3
233,UEDA,16,10,4
39,GR,16,10,4
NA,RS,16,10,4
638,UEDA,16,10,5
55,GR,16,10,5
NA,RS,16,10,5
NA,UEDA,16,10,6
65,GR,16,10,6
NA,RS,16,10,6
NA,UEDA,16,10,7
70,GR,16,10,7
NA,RS,16,10,7
305,UEDA,16,10,8
42,GR,16,10,8
NA,RS,16,10,8
268,UEDA,16,10,9
37,GR,16,10,9
NA,RS,16,10,9
444,UEDA,16,10,10
59,GR,16,10,10
642,RS,16,10,10
312,UEDA,17,1,1
44,GR,17,1,1
NA,RS,17,1,1
690,UEDA,17,1,2
49,GR,17,1,2
NA,RS,17,1,2
410,UEDA,17,1,3
96,GR,17,1,3
NA,RS,17,1,3
485,UEDA,17,1,4
40,GR,17,1,4
NA,RS,17,1,4
151,UEDA,17,1,5
52,GR,17,1,5
NA,RS,17,1,5
278,UEDA,17,1,6
42,GR,17,1,6
NA,RS,17,1,6
274,UEDA,17,1,7
46,GR,17,1,7
NA,RS,17,1,7
531,UEDA,17,1,8
54,GR,17,1,8
NA,RS,17,1,8
583,UEDA,17,1,9
46,GR,17,1,9
NA,RS,17,1,9
286,UEDA,17,1,10
36,GR,17,1,10
NA,RS,17,1,10
NA,UEDA,17,2,1
47,GR,17,2,1
NA,RS,17,2,1
346,UEDA,17,2,2
53,GR,17,2,2
NA,RS,17,2,2
580,UEDA,17,2,3
75,GR,17,2,3
NA,RS,17,2,3
462,UEDA,17,2,4
64,GR,17,2,4
NA,RS,17,2,4
306,UEDA,17,2,5
50,GR,17,2,5
NA,RS,17,2,5
211,UEDA,17,2,6
42,GR,17,2,6
NA,RS,17,2,6
754,UEDA,17,2,7
43,GR,17,2,7
NA,RS,17,2,7
726,UEDA,17,2,8
47,GR,17,2,8
NA,RS,17,2,8
NA,UEDA,17,2,9
38,GR,17,2,9
NA,RS,17,2,9
452,UEDA,17,2,10
79,GR,17,2,10
NA,RS,17,2,10
322,UEDA,17,3,1
34,GR,17,3,1
NA,RS,17,3,1
255,UEDA,17,3,2
46,GR,17,3,2
NA,RS,17,3,2
407,UEDA,17,3,3
48,GR,17,3,3
NA,RS,17,3,3
259,UEDA,17,3,4
44,GR,17,3,4
NA,RS,17,3,4
226,UEDA,17,3,5
46,GR,17,3,5
NA,RS,17,3,5
198,UEDA,17,3,6
58,GR,17,3,6
NA,RS,17,3,6
NA,UEDA,17,3,7
34,GR,17,3,7
NA,RS,17,3,7
295,UEDA,17,3,8
43,GR,17,3,8
NA,RS,17,3,8
597,UEDA,17,3,9
64,GR,17,3,9
NA,RS,17,3,9
400,UEDA,17,3,10
31,GR,17,3,10
NA,RS,17,3,10
117,UEDA,17,4,1
42,GR,17,4,1
NA,RS,17,4,1
NA,UEDA,17,4,2
65,GR,17,4,2
NA,RS,17,4,2
327,UEDA,17,4,3
60,GR,17,4,3
NA,RS,17,4,3
443,UEDA,17,4,4
19,GR,17,4,4
NA,RS,17,4,4
NA,UEDA,17,4,5
37,GR,17,4,5
NA,RS,17,4,5
NA,UEDA,17,4,6
119,GR,17,4,6
NA,RS,17,4,6
NA,UEDA,17,4,7
35,GR,17,4,7
NA,RS,17,4,7
597,UEDA,17,4,8
65,GR,17,4,8
NA,RS,17,4,8
538,UEDA,17,4,9
165,GR,17,4,9
NA,RS,17,4,9
150,UEDA,17,4,10
175,GR,17,4,10
NA,RS,17,4,10
NA,UEDA,17,5,1
55,GR,17,5,1
NA,RS,17,5,1
397,UEDA,17,5,2
34,GR,17,5,2
NA,RS,17,5,2
232,UEDA,17,5,3
45,GR,17,5,3
NA,RS,17,5,3
NA,UEDA,17,5,4
64,GR,17,5,4
NA,RS,17,5,4
174,UEDA,17,5,5
45,GR,17,5,5
NA,RS,17,5,5
311,UEDA,17,5,6
35,GR,17,5,6
NA,RS,17,5,6
378,UEDA,17,5,7
50,GR,17,5,7
NA,RS,17,5,7
233,UEDA,17,5,8
42,GR,17,5,8
NA,RS,17,5,8
458,UEDA,17,5,9
81,GR,17,5,9
NA,RS,17,5,9
141,UEDA,17,5,10
36,GR,17,5,10
NA,RS,17,5,10
382,UEDA,17,6,1
196,GR,17,6,1
NA,RS,17,6,1
459,UEDA,17,6,2
34,GR,17,6,2
NA,RS,17,6,2
NA,UEDA,17,6,3
34,GR,17,6,3
NA,RS,17,6,3
328,UEDA,17,6,4
20,GR,17,6,4
NA,RS,17,6,4
513,UEDA,17,6,5
32,GR,17,6,5
NA,RS,17,6,5
817,UEDA,17,6,6
24,GR,17,6,6
NA,RS,17,6,6
414,UEDA,17,6,7
157,GR,17,6,7
NA,RS,17,6,7
547,UEDA,17,6,8
44,GR,17,6,8
NA,RS,17,6,8
446,UEDA,17,6,9
180,GR,17,6,9
NA,RS,17,6,9
417,UEDA,17,6,10
299,GR,17,6,10
NA,RS,17,6,10
NA,UEDA,17,7,1
43,GR,17,7,1
NA,RS,17,7,1
411,UEDA,17,7,2
161,GR,17,7,2
NA,RS,17,7,2
467,UEDA,17,7,3
702,GR,17,7,3
NA,RS,17,7,3
NA,UEDA,17,7,4
43,GR,17,7,4
NA,RS,17,7,4
542,UEDA,17,7,5
323,GR,17,7,5
NA,RS,17,7,5
268,UEDA,17,7,6
96,GR,17,7,6
NA,RS,17,7,6
171,UEDA,17,7,7
329,GR,17,7,7
NA,RS,17,7,7
NA,UEDA,17,7,8
119,GR,17,7,8
NA,RS,17,7,8
NA,UEDA,17,7,9
25,GR,17,7,9
NA,RS,17,7,9
493,UEDA,17,7,10
142,GR,17,7,10
NA,RS,17,7,10
NA,UEDA,17,8,1
135,GR,17,8,1
NA,RS,17,8,1
393,UEDA,17,8,2
151,GR,17,8,2
NA,RS,17,8,2
222,UEDA,17,8,3
38,GR,17,8,3
NA,RS,17,8,3
NA,UEDA,17,8,4
80,GR,17,8,4
NA,RS,17,8,4
NA,UEDA,17,8,5
94,GR,17,8,5
543,RS,17,8,5
631,UEDA,17,8,6
66,GR,17,8,6
NA,RS,17,8,6
248,UEDA,17,8,7
90,GR,17,8,7
NA,RS,17,8,7
NA,UEDA,17,8,8
55,GR,17,8,8
NA,RS,17,8,8
449,UEDA,17,8,9
49,GR,17,8,9
NA,RS,17,8,9
NA,UEDA,17,8,10
149,GR,17,8,10
NA,RS,17,8,10
210,UEDA,17,9,1
48,GR,17,9,1
NA,RS,17,9,1
393,UEDA,17,9,2
61,GR,17,9,2
NA,RS,17,9,2
319,UEDA,17,9,3
32,GR,17,9,3
NA,RS,17,9,3
539,UEDA,17,9,4
22,GR,17,9,4
NA,RS,17,9,4
357,UEDA,17,9,5
54,GR,17,9,5
NA,RS,17,9,5
261,UEDA,17,9,6
29,GR,17,9,6
NA,RS,17,9,6
219,UEDA,17,9,7
28,GR,17,9,7
NA,RS,17,9,7
568,UEDA,17,9,8
34,GR,17,9,8
NA,RS,17,9,8
438,UEDA,17,9,9
51,GR,17,9,9
NA,RS,17,9,9
295,UEDA,17,9,10
59,GR,17,9,10
NA,RS,17,9,10
138,UEDA,17,10,1
43,GR,17,10,1
NA,RS,17,10,1
351,UEDA,17,10,2
49,GR,17,10,2
NA,RS,17,10,2
115,UEDA,17,10,3
62,GR,17,10,3
NA,RS,17,10,3
367,UEDA,17,10,4
60,GR,17,10,4
NA,RS,17,10,4
264,UEDA,17,10,5
60,GR,17,10,5
NA,RS,17,10,5
283,UEDA,17,10,6
38,GR,17,10,6
NA,RS,17,10,6
220,UEDA,17,10,7
62,GR,17,10,7
NA,RS,17,10,7
540,UEDA,17,10,8
19,GR,17,10,8
NA,RS,17,10,8
NA,UEDA,17,10,9
44,GR,17,10,9
NA,RS,17,10,9
NA,UEDA,17,10,10
52,GR,17,10,10
NA,RS,17,10,10
457,UEDA,18,1,1
116,GR,18,1,1
NA,RS,18,1,1
590,UEDA,18,1,2
41,GR,18,1,2
NA,RS,18,1,2
619,UEDA,18,1,3
25,GR,18,1,3
NA,RS,18,1,3
385,UEDA,18,1,4
42,GR,18,1,4
NA,RS,18,1,4
289,UEDA,18,1,5
35,GR,18,1,5
NA,RS,18,1,5
776,UEDA,18,1,6
180,GR,18,1,6
NA,RS,18,1,6
167,UEDA,18,1,7
47,GR,18,1,7
NA,RS,18,1,7
326,UEDA,18,1,8
305,GR,18,1,8
NA,RS,18,1,8
243,UEDA,18,1,9
76,GR,18,1,9
NA,RS,18,1,9
254,UEDA,18,1,10
241,GR,18,1,10
NA,RS,18,1,10
NA,UEDA,18,2,1
42,GR,18,2,1
NA,RS,18,2,1
NA,UEDA,18,2,2
52,GR,18,2,2
NA,RS,18,2,2
675,UEDA,18,2,3
58,GR,18,2,3
NA,RS,18,2,3
562,UEDA,18,2,4
63,GR,18,2,4
NA,RS,18,2,4
264,UEDA,18,2,5
43,GR,18,2,5
NA,RS,18,2,5
316,UEDA,18,2,6
37,GR,18,2,6
NA,RS,18,2,6
614,UEDA,18,2,7
41,GR,18,2,7
NA,RS,18,2,7
536,UEDA,18,2,8
33,GR,18,2,8
NA,RS,18,2,8
451,UEDA,18,2,9
55,GR,18,2,9
NA,RS,18,2,9
833,UEDA,18,2,10
34,GR,18,2,10
NA,RS,18,2,10
458,UEDA,18,3,1
32,GR,18,3,1
NA,RS,18,3,1
264,UEDA,18,3,2
70,GR,18,3,2
NA,RS,18,3,2
349,UEDA,18,3,3
28,GR,18,3,3
NA,RS,18,3,3
323,UEDA,18,3,4
60,GR,18,3,4
NA,RS,18,3,4
471,UEDA,18,3,5
51,GR,18,3,5
NA,RS,18,3,5
170,UEDA,18,3,6
64,GR,18,3,6
NA,RS,18,3,6
184,UEDA,18,3,7
52,GR,18,3,7
NA,RS,18,3,7
296,UEDA,18,3,8
50,GR,18,3,8
NA,RS,18,3,8
549,UEDA,18,3,9
35,GR,18,3,9
NA,RS,18,3,9
304,UEDA,18,3,10
36,GR,18,3,10
NA,RS,18,3,10
177,UEDA,18,4,1
89,GR,18,4,1
NA,RS,18,4,1
253,UEDA,18,4,2
57,GR,18,4,2
NA,RS,18,4,2
595,UEDA,18,4,3
81,GR,18,4,3
NA,RS,18,4,3
258,UEDA,18,4,4
59,GR,18,4,4
NA,RS,18,4,4
689,UEDA,18,4,5
109,GR,18,4,5
NA,RS,18,4,5
346,UEDA,18,4,6
42,GR,18,4,6
NA,RS,18,4,6
456,UEDA,18,4,7
61,GR,18,4,7
NA,RS,18,4,7
NA,UEDA,18,4,8
39,GR,18,4,8
NA,RS,18,4,8
NA,UEDA,18,4,9
48,GR,18,4,9
NA,RS,18,4,9
NA,UEDA,18,4,10
51,GR,18,4,10
NA,RS,18,4,10
470,UEDA,18,5,1
49,GR,18,5,1
NA,RS,18,5,1
NA,UEDA,18,5,2
68,GR,18,5,2
NA,RS,18,5,2
NA,UEDA,18,5,3
43,GR,18,5,3
NA,RS,18,5,3
317,UEDA,18,5,4
59,GR,18,5,4
NA,RS,18,5,4
551,UEDA,18,5,5
72,GR,18,5,5
NA,RS,18,5,5
629,UEDA,18,5,6
120,GR,18,5,6
NA,RS,18,5,6
NA,UEDA,18,5,7
27,GR,18,5,7
NA,RS,18,5,7
277,UEDA,18,5,8
56,GR,18,5,8
NA,RS,18,5,8
362,UEDA,18,5,9
127,GR,18,5,9
NA,RS,18,5,9
616,UEDA,18,5,10
40,GR,18,5,10
NA,RS,18,5,10
359,UEDA,18,6,1
42,GR,18,6,1
NA,RS,18,6,1
220,UEDA,18,6,2
51,GR,18,6,2
NA,RS,18,6,2
314,UEDA,18,6,3
57,GR,18,6,3
NA,RS,18,6,3
662,UEDA,18,6,4
53,GR,18,6,4
NA,RS,18,6,4
147,UEDA,18,6,5
56,GR,18,6,5
NA,RS,18,6,5
622,UEDA,18,6,6
66,GR,18,6,6
NA,RS,18,6,6
NA,UEDA,18,6,7
38,GR,18,6,7
NA,RS,18,6,7
205,UEDA,18,6,8
52,GR,18,6,8
NA,RS,18,6,8
383,UEDA,18,6,9
83,GR,18,6,9
NA,RS,18,6,9
NA,UEDA,18,6,10
71,GR,18,6,10
NA,RS,18,6,10
NA,UEDA,18,7,1
30,GR,18,7,1
NA,RS,18,7,1
379,UEDA,18,7,2
45,GR,18,7,2
NA,RS,18,7,2
513,UEDA,18,7,3
109,GR,18,7,3
NA,RS,18,7,3
661,UEDA,18,7,4
138,GR,18,7,4
NA,RS,18,7,4
348,UEDA,18,7,5
59,GR,18,7,5
NA,RS,18,7,5
644,UEDA,18,7,6
131,GR,18,7,6
NA,RS,18,7,6
609,UEDA,18,7,7
54,GR,18,7,7
NA,RS,18,7,7
NA,UEDA,18,7,8
67,GR,18,7,8
NA,RS,18,7,8
NA,UEDA,18,7,9
308,GR,18,7,9
NA,RS,18,7,9
487,UEDA,18,7,10
31,GR,18,7,10
NA,RS,18,7,10
326,UEDA,18,8,1
29,GR,18,8,1
NA,RS,18,8,1
497,UEDA,18,8,2
63,GR,18,8,2
NA,RS,18,8,2
692,UEDA,18,8,3
74,GR,18,8,3
NA,RS,18,8,3
166,UEDA,18,8,4
80,GR,18,8,4
NA,RS,18,8,4
NA,UEDA,18,8,5
67,GR,18,8,5
NA,RS,18,8,5
587,UEDA,18,8,6
36,GR,18,8,6
NA,RS,18,8,6
618,UEDA,18,8,7
16,GR,18,8,7
NA,RS,18,8,7
642,UEDA,18,8,8
69,GR,18,8,8
NA,RS,18,8,8
386,UEDA,18,8,9
21,GR,18,8,9
NA,RS,18,8,9
NA,UEDA,18,8,10
73,GR,18,8,10
NA,RS,18,8,10
385,UEDA,18,9,1
49,GR,18,9,1
NA,RS,18,9,1
540,UEDA,18,9,2
49,GR,18,9,2
NA,RS,18,9,2
612,UEDA,18,9,3
57,GR,18,9,3
NA,RS,18,9,3
661,UEDA,18,9,4
50,GR,18,9,4
NA,RS,18,9,4
350,UEDA,18,9,5
46,GR,18,9,5
NA,RS,18,9,5
256,UEDA,18,9,6
39,GR,18,9,6
NA,RS,18,9,6
630,UEDA,18,9,7
20,GR,18,9,7
NA,RS,18,9,7
301,UEDA,18,9,8
45,GR,18,9,8
NA,RS,18,9,8
375,UEDA,18,9,9
68,GR,18,9,9
NA,RS,18,9,9
291,UEDA,18,9,10
44,GR,18,9,10
NA,RS,18,9,10
NA,UEDA,18,10,1
51,GR,18,10,1
NA,RS,18,10,1
181,UEDA,18,10,2
60,GR,18,10,2
NA,RS,18,10,2
307,UEDA,18,10,3
50,GR,18,10,3
NA,RS,18,10,3
299,UEDA,18,10,4
41,GR,18,10,4
NA,RS,18,10,4
NA,UEDA,18,10,5
69,GR,18,10,5
NA,RS,18,10,5
591,UEDA,18,10,6
35,GR,18,10,6
NA,RS,18,10,6
611,UEDA,18,10,7
59,GR,18,10,7
NA,RS,18,10,7
286,UEDA,18,10,8
40,GR,18,10,8
NA,RS,18,10,8
281,UEDA,18,10,9
49,GR,18,10,9
NA,RS,18,10,9
626,UEDA,18,10,10
41,GR,18,10,10
NA,RS,18,10,10
NA,UEDA,19,1,1
110,GR,19,1,1
NA,RS,19,1,1
716,UEDA,19,1,2
153,GR,19,1,2
NA,RS,19,1,2
672,UEDA,19,1,3
119,GR,19,1,3
NA,RS,19,1,3
599,UEDA,19,1,4
43,GR,19,1,4
NA,RS,19,1,4
683,UEDA,19,1,5
297,GR,19,1,5
NA,RS,19,1,5
261,UEDA,19,1,6
56,GR,19,1,6
NA,RS,19,1,6
239,UEDA,19,1,7
267,GR,19,1,7
NA,RS,19,1,7
NA,UEDA,19,1,8
69,GR,19,1,8
NA,RS,19,1,8
386,UEDA,19,1,9
37,GR,19,1,9
NA,RS,19,1,9
267,UEDA,19,1,10
114,GR,19,1,10
NA,RS,19,1,10
NA,UEDA,19,2,1
64,GR,19,2,1
NA,RS,19,2,1
NA,UEDA,19,2,2
64,GR,19,2,2
NA,RS,19,2,2
403,UEDA,19,2,3
103,GR,19,2,3
NA,RS,19,2,3
453,UEDA,19,2,4
58,GR,19,2,4
NA,RS,19,2,4
NA,UEDA,19,2,5
46,GR,19,2,5
NA,RS,19,2,5
450,UEDA,19,2,6
56,GR,19,2,6
NA,RS,19,2,6
306,UEDA,19,2,7
65,GR,19,2,7
NA,RS,19,2,7
348,UEDA,19,2,8
52,GR,19,2,8
NA,RS,19,2,8
232,UEDA,19,2,9
86,GR,19,2,9
NA,RS,19,2,9
256,UEDA,19,2,10
48,GR,19,2,10
NA,RS,19,2,10
764,UEDA,19,3,1
30,GR,19,3,1
NA,RS,19,3,1
788,UEDA,19,3,2
45,GR,19,3,2
NA,RS,19,3,2
351,UEDA,19,3,3
81,GR,19,3,3
NA,RS,19,3,3
398,UEDA,19,3,4
42,GR,19,3,4
NA,RS,19,3,4
278,UEDA,19,3,5
47,GR,19,3,5
NA,RS,19,3,5
278,UEDA,19,3,6
40,GR,19,3,6
NA,RS,19,3,6
NA,UEDA,19,3,7
75,GR,19,3,7
NA,RS,19,3,7
796,UEDA,19,3,8
64,GR,19,3,8
NA,RS,19,3,8
459,UEDA,19,3,9
49,GR,19,3,9
NA,RS,19,3,9
490,UEDA,19,3,10
37,GR,19,3,10
NA,RS,19,3,10
188,UEDA,19,4,1
56,GR,19,4,1
NA,RS,19,4,1
NA,UEDA,19,4,2
53,GR,19,4,2
NA,RS,19,4,2
567,UEDA,19,4,3
54,GR,19,4,3
NA,RS,19,4,3
354,UEDA,19,4,4
79,GR,19,4,4
NA,RS,19,4,4
467,UEDA,19,4,5
58,GR,19,4,5
NA,RS,19,4,5
407,UEDA,19,4,6
168,GR,19,4,6
NA,RS,19,4,6
NA,UEDA,19,4,7
130,GR,19,4,7
NA,RS,19,4,7
679,UEDA,19,4,8
73,GR,19,4,8
NA,RS,19,4,8
NA,UEDA,19,4,9
70,GR,19,4,9
NA,RS,19,4,9
425,UEDA,19,4,10
29,GR,19,4,10
NA,RS,19,4,10
NA,UEDA,19,5,1
54,GR,19,5,1
NA,RS,19,5,1
NA,UEDA,19,5,2
35,GR,19,5,2
NA,RS,19,5,2
NA,UEDA,19,5,3
33,GR,19,5,3
NA,RS,19,5,3
774,UEDA,19,5,4
45,GR,19,5,4
NA,RS,19,5,4
486,UEDA,19,5,5
87,GR,19,5,5
NA,RS,19,5,5
272,UEDA,19,5,6
53,GR,19,5,6
NA,RS,19,5,6
372,UEDA,19,5,7
28,GR,19,5,7
NA,RS,19,5,7
850,UEDA,19,5,8
67,GR,19,5,8
NA,RS,19,5,8
563,UEDA,19,5,9
78,GR,19,5,9
NA,RS,19,5,9
752,UEDA,19,5,10
54,GR,19,5,10
NA,RS,19,5,10
687,UEDA,19,6,1
94,GR,19,6,1
NA,RS,19,6,1
NA,UEDA,19,6,2
40,GR,19,6,2
NA,RS,19,6,2
437,UEDA,19,6,3
72,GR,19,6,3
NA,RS,19,6,3
340,UEDA,19,6,4
52,GR,19,6,4
NA,RS,19,6,4
325,UEDA,19,6,5
70,GR,19,6,5
NA,RS,19,6,5
722,UEDA,19,6,6
31,GR,19,6,6
NA,RS,19,6,6
431,UEDA,19,6,7
46,GR,19,6,7
NA,RS,19,6,7
407,UEDA,19,6,8
49,GR,19,6,8
NA,RS,19,6,8
267,UEDA,19,6,9
48,GR,19,6,9
NA,RS,19,6,9
NA,UEDA,19,6,10
59,GR,19,6,10
NA,RS,19,6,10
NA,UEDA,19,7,1
203,GR,19,7,1
NA,RS,19,7,1
275,UEDA,19,7,2
251,GR,19,7,2
NA,RS,19,7,2
NA,UEDA,19,7,3
24,GR,19,7,3
NA,RS,19,7,3
868,UEDA,19,7,4
34,GR,19,7,4
NA,RS,19,7,4
NA,UEDA,19,7,5
163,GR,19,7,5
NA,RS,19,7,5
NA,UEDA,19,7,6
37,GR,19,7,6
NA,RS,19,7,6
623,UEDA,19,7,7
395,GR,19,7,7
NA,RS,19,7,7
NA,UEDA,19,7,8
68,GR,19,7,8
NA,RS,19,7,8
365,UEDA,19,7,9
72,GR,19,7,9
NA,RS,19,7,9
200,UEDA,19,7,10
118,GR,19,7,10
NA,RS,19,7,10
171,UEDA,19,8,1
42,GR,19,8,1
NA,RS,19,8,1
275,UEDA,19,8,2
61,GR,19,8,2
NA,RS,19,8,2
225,UEDA,19,8,3
71,GR,19,8,3
NA,RS,19,8,3
499,UEDA,19,8,4
57,GR,19,8,4
NA,RS,19,8,4
650,UEDA,19,8,5
32,GR,19,8,5
NA,RS,19,8,5
358,UEDA,19,8,6
37,GR,19,8,6
NA,RS,19,8,6
598,UEDA,19,8,7
72,GR,19,8,7
NA,RS,19,8,7
377,UEDA,19,8,8
77,GR,19,8,8
NA,RS,19,8,8
899,UEDA,19,8,9
74,GR,19,8,9
NA,RS,19,8,9
668,UEDA,19,8,10
58,GR,19,8,10
NA,RS,19,8,10
352,UEDA,19,9,1
44,GR,19,9,1
NA,RS,19,9,1
366,UEDA,19,9,2
42,GR,19,9,2
NA,RS,19,9,2
258,UEDA,19,9,3
31,GR,19,9,3
NA,RS,19,9,3
192,UEDA,19,9,4
44,GR,19,9,4
NA,RS,19,9,4
308,UEDA,19,9,5
71,GR,19,9,5
NA,RS,19,9,5
493,UEDA,19,9,6
56,GR,19,9,6
NA,RS,19,9,6
268,UEDA,19,9,7
39,GR,19,9,7
NA,RS,19,9,7
320,UEDA,19,9,8
64,GR,19,9,8
NA,RS,19,9,8
503,UEDA,19,9,9
62,GR,19,9,9
NA,RS,19,9,9
239,UEDA,19,9,10
42,GR,19,9,10
NA,RS,19,9,10
430,UEDA,19,10,1
56,GR,19,10,1
NA,RS,19,10,1
185,UEDA,19,10,2
78,GR,19,10,2
NA,RS,19,10,2
NA,UEDA,19,10,3
50,GR,19,10,3
NA,RS,19,10,3
258,UEDA,19,10,4
88,GR,19,10,4
NA,RS,19,10,4
322,UEDA,19,10,5
54,GR,19,10,5
NA,RS,19,10,5
345,UEDA,19,10,6
24,GR,19,10,6
NA,RS,19,10,6
345,UEDA,19,10,7
93,GR,19,10,7
NA,RS,19,10,7
486,UEDA,19,10,8
59,GR,19,10,8
NA,RS,19,10,8
276,UEDA,19,10,9
60,GR,19,10,9
NA,RS,19,10,9
466,UEDA,19,10,10
57,GR,19,10,10
NA,RS,19,10,10
NA,UEDA,20,1,1
130,GR,20,1,1
NA,RS,20,1,1
531,UEDA,20,1,2
63,GR,20,1,2
NA,RS,20,1,2
306,UEDA,20,1,3
42,GR,20,1,3
NA,RS,20,1,3
435,UEDA,20,1,4
68,GR,20,1,4
NA,RS,20,1,4
658,UEDA,20,1,5
142,GR,20,1,5
NA,RS,20,1,5
234,UEDA,20,1,6
155,GR,20,1,6
NA,RS,20,1,6
617,UEDA,20,1,7
38,GR,20,1,7
NA,RS,20,1,7
275,UEDA,20,1,8
130,GR,20,1,8
NA,RS,20,1,8
746,UEDA,20,1,9
112,GR,20,1,9
NA,RS,20,1,9
460,UEDA,20,1,10
194,GR,20,1,10
NA,RS,20,1,10
431,UEDA,20,2,1
90,GR,20,2,1
NA,RS,20,2,1
417,UEDA,20,2,2
48,GR,20,2,2
NA,RS,20,2,2
NA,UEDA,20,2,3
71,GR,20,2,3
NA,RS,20,2,3
NA,UEDA,20,2,4
65,GR,20,2,4
NA,RS,20,2,4
504,UEDA,20,2,5
82,GR,20,2,5
NA,RS,20,2,5
NA,UEDA,20,2,6
21,GR,20,2,6
NA,RS,20,2,6
342,UEDA,20,2,7
64,GR,20,2,7
NA,RS,20,2,7
398,UEDA,20,2,8
104,GR,20,2,8
NA,RS,20,2,8
498,UEDA,20,2,9
61,GR,20,2,9
NA,RS,20,2,9
979,UEDA,20,2,10
45,GR,20,2,10
NA,RS,20,2,10
NA,UEDA,20,3,1
48,GR,20,3,1
NA,RS,20,3,1
183,UEDA,20,3,2
56,GR,20,3,2
NA,RS,20,3,2
349,UEDA,20,3,3
70,GR,20,3,3
NA,RS,20,3,3
NA,UEDA,20,3,4
47,GR,20,3,4
NA,RS,20,3,4
NA,UEDA,20,3,5
70,GR,20,3,5
NA,RS,20,3,5
466,UEDA,20,3,6
69,GR,20,3,6
NA,RS,20,3,6
938,UEDA,20,3,7
57,GR,20,3,7
NA,RS,20,3,7
269,UEDA,20,3,8
62,GR,20,3,8
NA,RS,20,3,8
446,UEDA,20,3,9
31,GR,20,3,9
NA,RS,20,3,9
785,UEDA,20,3,10
56,GR,20,3,10
NA,RS,20,3,10
446,UEDA,20,4,1
233,GR,20,4,1
NA,RS,20,4,1
446,UEDA,20,4,2
98,GR,20,4,2
NA,RS,20,4,2
499,UEDA,20,4,3
80,GR,20,4,3
NA,RS,20,4,3
220,UEDA,20,4,4
94,GR,20,4,4
NA,RS,20,4,4
744,UEDA,20,4,5
144,GR,20,4,5
NA,RS,20,4,5
803,UEDA,20,4,6
32,GR,20,4,6
NA,RS,20,4,6
374,UEDA,20,4,7
48,GR,20,4,7
NA,RS,20,4,7
419,UEDA,20,4,8
288,GR,20,4,8
NA,RS,20,4,8
330,UEDA,20,4,9
62,GR,20,4,9
NA,RS,20,4,9
743,UEDA,20,4,10
18,GR,20,4,10
NA,RS,20,4,10
410,UEDA,20,5,1
42,GR,20,5,1
NA,RS,20,5,1
773,UEDA,20,5,2
83,GR,20,5,2
NA,RS,20,5,2
399,UEDA,20,5,3
62,GR,20,5,3
NA,RS,20,5,3
500,UEDA,20,5,4
56,GR,20,5,4
NA,RS,20,5,4
679,UEDA,20,5,5
72,GR,20,5,5
NA,RS,20,5,5
443,UEDA,20,5,6
71,GR,20,5,6
NA,RS,20,5,6
262,UEDA,20,5,7
54,GR,20,5,7
NA,RS,20,5,7
949,UEDA,20,5,8
88,GR,20,5,8
NA,RS,20,5,8
691,UEDA,20,5,9
57,GR,20,5,9
NA,RS,20,5,9
383,UEDA,20,5,10
35,GR,20,5,10
NA,RS,20,5,10
377,UEDA,20,6,1
86,GR,20,6,1
NA,RS,20,6,1
664,UEDA,20,6,2
21,GR,20,6,2
NA,RS,20,6,2
366,UEDA,20,6,3
54,GR,20,6,3
NA,RS,20,6,3
460,UEDA,20,6,4
36,GR,20,6,4
NA,RS,20,6,4
NA,UEDA,20,6,5
64,GR,20,6,5
NA,RS,20,6,5
425,UEDA,20,6,6
216,GR,20,6,6
NA,RS,20,6,6
433,UEDA,20,6,7
100,GR,20,6,7
NA,RS,20,6,7
605,UEDA,20,6,8
59,GR,20,6,8
NA,RS,20,6,8
523,UEDA,20,6,9
66,GR,20,6,9
NA,RS,20,6,9
NA,UEDA,20,6,10
32,GR,20,6,10
NA,RS,20,6,10
873,UEDA,20,7,1
174,GR,20,7,1
NA,RS,20,7,1
963,UEDA,20,7,2
